epoch,train_loss,test_loss,learning_rate,elapsed_seconds
1,1.077469350194931,0.50623683719635,0.0002,316.08208990097046
2,0.14900096554756165,0.02865349177122116,0.0002,316.08208990097046
3,0.06406836056709289,0.016478576662391425,0.0002,316.08208990097046
4,0.056397122037410735,0.017728006926178933,0.0002,316.08208990097046
5,0.04959392454624176,0.0163695689111948,0.0002,316.08208990097046
6,0.04430593597888947,0.013495384135842323,0.0002,316.08208990097046
7,0.0418066291809082,0.011824000027030707,0.0002,316.08208990097046
8,0.039325313651561736,0.012405204903334379,0.0002,316.08208990097046
9,0.035342906498909,0.011124229801446199,0.0002,316.08208990097046
10,0.03427511057853699,0.015190255807340146,0.0002,316.08208990097046
11,0.03314997792243957,0.011102442847192287,0.0002,316.08208990097046
12,0.032123892700672146,0.010633900743722915,0.0002,316.08208990097046
13,0.029814810800552368,0.011675653008371591,0.0002,316.08208990097046
14,0.029830777561664582,0.01174026265591383,0.0002,316.08208990097046
15,0.02808160927295685,0.012126779408752918,0.0002,316.08208990097046
16,0.02653645898103714,0.010788661141693592,0.0002,316.08208990097046
17,0.025780768644809722,0.01135435930788517,0.0002,316.08208990097046
18,0.026888623356819154,0.011097550468891859,0.0002,316.08208990097046
19,0.025054968285560607,0.013245034313201905,0.0002,316.08208990097046
20,0.025815722441673277,0.011749985475838184,0.0002,316.08208990097046
21,0.023178045010566712,0.010921375392377376,0.0002,316.08208990097046
22,0.023546753430366517,0.014606007206439972,0.0002,316.08208990097046
23,0.023733789944648743,0.012230468825995922,0.0002,316.08208990097046
24,0.022456326635181902,0.009479739967733622,0.0002,316.08208990097046
25,0.02221026447415352,0.012122935289144515,0.0002,316.08208990097046
26,0.020594135403633116,0.01003849741667509,0.0002,316.08208990097046
27,0.020406587898731232,0.009671819418668747,0.0002,316.08208990097046
28,0.02004825018644333,0.009934040558338166,0.0002,316.08208990097046
29,0.020160219776630402,0.009545341174304485,0.0002,316.08208990097046
30,0.01966359462738037,0.010262098941206933,0.0002,316.08208990097046
31,0.019705827170610427,0.012112899231910706,0.0002,316.08208990097046
32,0.018716660833358763,0.011197847130894662,0.0002,316.08208990097046
33,0.018761944928765296,0.010023227748274802,0.0002,316.08208990097046
34,0.018479136455059053,0.011210485105216503,0.0002,316.08208990097046
35,0.01839129308462143,0.009983344823122025,0.0002,316.08208990097046
36,0.017569116824865342,0.010026577692478895,0.0002,316.08208990097046
37,0.0171652525305748,0.009101746984571219,0.0002,316.08208990097046
38,0.01735332112312317,0.00969705925360322,0.0002,316.08208990097046
39,0.01695451328754425,0.010132672001421452,0.0002,316.08208990097046
40,0.016461182254552842,0.009399062782526016,0.0002,316.08208990097046
41,0.017162011730670928,0.009331598998606205,0.0002,316.08208990097046
42,0.01661471688747406,0.010084221353381871,0.0002,316.08208990097046
43,0.015845571637153624,0.009833144438266755,0.0002,316.08208990097046
44,0.016638244338333608,0.009361022555828094,0.0002,316.08208990097046
45,0.015253614914417266,0.011242036300897599,0.0002,316.08208990097046
46,0.016074448359012602,0.011954102724790572,0.0002,316.08208990097046
47,0.015488022094964981,0.009443057446181773,0.0002,316.08208990097046
48,0.01591977946162224,0.010702326697111129,0.0002,316.08208990097046
49,0.01591313089132309,0.009242256001383066,0.0002,316.08208990097046
50,0.014917151379585266,0.010572639702260495,0.0002,316.08208990097046
51,0.014482617628574371,0.010365904825925826,0.0002,316.08208990097046
52,0.014686916941404343,0.0091820095166564,0.0002,316.08208990097046
53,0.014482098960876464,0.009503991162776946,0.0002,316.08208990097046
54,0.014861185604333877,0.010889819802343846,0.0002,316.08208990097046
55,0.01582673064470291,0.010143634454905986,0.0002,316.08208990097046
56,0.014127325910329818,0.00943253676071763,0.0002,316.08208990097046
57,0.014098103022575378,0.009469628536701202,0.0002,316.08208990097046
58,0.014321541833877563,0.009255075793713331,0.0002,316.08208990097046
59,0.014768040579557419,0.009318563529103995,0.0002,316.08208990097046
60,0.01409625406563282,0.010644820174574852,0.0002,316.08208990097046
61,0.013973483783006668,0.01033561111688614,0.0002,316.08208990097046
62,0.014490475088357926,0.009474140714108945,0.0002,316.08208990097046
