Training Samples,Testing Samples,Training Time (s),Best Epoch,Validation Loss,Final Train Loss,Final Validation Loss,RMSE,MAE,R²,Residual Mean,Residual Std,Residual Median,Residual Max,Residual Min,Prediction Mean,Prediction Std,Truth Mean,Truth Std,Parameters,Learning Rate,Batch Size
10000,10000,316.08208990097046,339,0.00830059797614813,0.009435475039482116,0.008455835464596748,0.12999132828950366,0.09406726062297821,0.9578737020492554,-0.0042412360198795795,0.12992212176322937,-0.011993408203125,1.3660125732421875,-0.7768902778625488,4.050046920776367,0.6173805594444275,4.054287433624268,0.6333410143852234,111361,0.0002,256
