epoch,train_loss,test_loss,learning_rate,elapsed_seconds
1,1.0912717126846314,0.5872130262374878,0.0002,327.8853566646576
2,0.17667158868312835,0.03242917097508907,0.0002,327.8853566646576
3,0.07358468323945999,0.023606415546685456,0.0002,327.8853566646576
4,0.06303827539682388,0.01720754761695862,0.0002,327.8853566646576
5,0.053586750602722166,0.017929283648729324,0.0002,327.8853566646576
6,0.05159456441402435,0.015620506171882152,0.0002,327.8853566646576
7,0.04741351191997528,0.012372795395553112,0.0002,327.8853566646576
8,0.04593497623205185,0.013062922424077987,0.0002,327.8853566646576
9,0.04006962914466858,0.0141132168084383,0.0002,327.8853566646576
10,0.04014784777164459,0.015401335928589105,0.0002,327.8853566646576
11,0.0387527475297451,0.011647773268818854,0.0002,327.8853566646576
12,0.037193502759933474,0.012622451926767825,0.0002,327.8853566646576
13,0.03521764903068542,0.011146439958363771,0.0002,327.8853566646576
14,0.03411630644798279,0.012279362782835961,0.0002,327.8853566646576
15,0.0325307014465332,0.010746658079326152,0.0002,327.8853566646576
16,0.02937262487411499,0.011330106700956822,0.0002,327.8853566646576
17,0.029648262506723404,0.010429341445863247,0.0002,327.8853566646576
18,0.028682305026054383,0.010369653003290296,0.0002,327.8853566646576
19,0.02796692428290844,0.010952408000826835,0.0002,327.8853566646576
20,0.027105244767665862,0.010795113630592823,0.0002,327.8853566646576
21,0.027324693474173545,0.011042436517030001,0.0002,327.8853566646576
22,0.027102246117591856,0.010690533758699893,0.0002,327.8853566646576
23,0.02495679677128792,0.009961993072926998,0.0002,327.8853566646576
24,0.02458705925941467,0.010111694052815437,0.0002,327.8853566646576
25,0.023462731671333312,0.010418899424374104,0.0002,327.8853566646576
26,0.023452688217163085,0.010287529769539833,0.0002,327.8853566646576
27,0.024133598321676254,0.010107072792947293,0.0002,327.8853566646576
28,0.02229418079853058,0.010380794645100833,0.0002,327.8853566646576
29,0.02245653042793274,0.010784755735099315,0.0002,327.8853566646576
30,0.02151455295085907,0.012448028154671192,0.0002,327.8853566646576
31,0.02098214279413223,0.010891557444632053,0.0002,327.8853566646576
32,0.020321346163749695,0.013000597706437111,0.0002,327.8853566646576
33,0.020590007495880126,0.012188472145795822,0.0002,327.8853566646576
34,0.020398105943202974,0.009970004937797785,0.0002,327.8853566646576
35,0.019941978025436402,0.009571087463200092,0.0002,327.8853566646576
36,0.01876982803940773,0.011564320713281631,0.0002,327.8853566646576
37,0.019649072939157484,0.009680324310809374,0.0002,327.8853566646576
38,0.017804039043188096,0.012086248399317264,0.0002,327.8853566646576
39,0.019015052711963652,0.013346062815189361,0.0002,327.8853566646576
40,0.0188598414093256,0.01087491030395031,0.0002,327.8853566646576
41,0.01909865826368332,0.010539187587797642,0.0002,327.8853566646576
42,0.01854678704738617,0.010229282118380069,0.0002,327.8853566646576
43,0.017109797298908234,0.009556743759661913,0.0002,327.8853566646576
44,0.017673623830080032,0.009444683882594108,0.0002,327.8853566646576
45,0.01708938125669956,0.01006890579611063,0.0002,327.8853566646576
46,0.01671726732850075,0.009283500478416681,0.0002,327.8853566646576
47,0.017166463023424148,0.009570095832645894,0.0002,327.8853566646576
48,0.016453124874830246,0.00940550042539835,0.0002,327.8853566646576
49,0.016524262714385986,0.00965371854007244,0.0002,327.8853566646576
50,0.016892478865385054,0.009513907046616078,0.0002,327.8853566646576
51,0.01677107706069946,0.009411472077667713,0.0002,327.8853566646576
52,0.01523134742975235,0.00962850449681282,0.0002,327.8853566646576
53,0.015692156624794007,0.008931283116340637,0.0002,327.8853566646576
54,0.01679418562054634,0.00979191662967205,0.0002,327.8853566646576
55,0.015696109348535537,0.010056567937135696,0.0002,327.8853566646576
56,0.015539137670397758,0.009852044218033552,0.0002,327.8853566646576
57,0.015780152785778045,0.011055380880832672,0.0002,327.8853566646576
58,0.015315522444248199,0.011266503065824508,0.0002,327.8853566646576
59,0.015174399879574776,0.010227206605672836,0.0002,327.8853566646576
60,0.015508272367715835,0.009917361323535443,0.0002,327.8853566646576
61,0.015253279930353164,0.009855528061836958,0.0002,327.8853566646576
62,0.014110517394542695,0.010308405113220214,0.0002,327.8853566646576
63,0.014433093982934951,0.009316449522227049,0.0002,327.8853566646576
64,0.014235973620414734,0.009486586776375771,0.0002,327.8853566646576
65,0.014875930798053742,0.008846898338198662,0.0002,327.8853566646576
66,0.015014949315786362,0.00978310670554638,0.0002,327.8853566646576
67,0.014459744092822075,0.01261797556579113,0.0002,327.8853566646576
68,0.014216009145975112,0.009520433520525694,0.0002,327.8853566646576
69,0.014152838587760926,0.008982220050692559,0.0002,327.8853566646576
70,0.013743640932440758,0.009881162591278553,0.0002,327.8853566646576
71,0.013188948293030262,0.009374478114396333,0.0002,327.8853566646576
72,0.013509592920541763,0.009087558347731828,0.0002,327.8853566646576
73,0.013493369424343109,0.009592829829454422,0.0002,327.8853566646576
74,0.014082361814379692,0.009720813738554716,0.0002,327.8853566646576
75,0.012831023997068406,0.009534733228385448,0.0002,327.8853566646576
76,0.013666164839267731,0.010076466292887927,0.0002,327.8853566646576
77,0.013360959339141845,0.010131375938653946,0.0002,327.8853566646576
78,0.012996044892072678,0.008723441193252801,0.0002,327.8853566646576
79,0.013404862773418427,0.010380844440311194,0.0002,327.8853566646576
80,0.013961701500415803,0.00952115654349327,0.0002,327.8853566646576
81,0.013495624530315399,0.013011138224601745,0.0002,327.8853566646576
82,0.013215846884250641,0.012649481391906739,0.0002,327.8853566646576
83,0.012989641547203064,0.011081347118318081,0.0002,327.8853566646576
84,0.013496652506291866,0.009245452799648047,0.0002,327.8853566646576
85,0.012617203405499459,0.008719619414955377,0.0002,327.8853566646576
86,0.012727257722616195,0.00884239844828844,0.0002,327.8853566646576
87,0.012495891833305359,0.010214890161156655,0.0002,327.8853566646576
88,0.013063788884878158,0.00899541846960783,0.0002,327.8853566646576
89,0.012639795792102814,0.009371053803712129,0.0002,327.8853566646576
90,0.012848665887117385,0.010581616528332234,0.0002,327.8853566646576
91,0.012712471175193786,0.010331172540038824,0.0002,327.8853566646576
92,0.012685583037137986,0.01019356796592474,0.0002,327.8853566646576
93,0.013013943788409234,0.009501243236660958,0.0002,327.8853566646576
94,0.012283056372404098,0.00921677849367261,0.0002,327.8853566646576
95,0.012960952538251877,0.009719602467119694,0.0002,327.8853566646576
96,0.012109001696109772,0.011915859703719616,0.0002,327.8853566646576
97,0.01339709770679474,0.010388925716280938,0.0002,327.8853566646576
98,0.011998332637548447,0.010778294143080711,0.0002,327.8853566646576
99,0.012391345030069351,0.009299188715964555,0.0002,327.8853566646576
100,0.011896802586317062,0.009093371195346117,0.0002,327.8853566646576
101,0.012524606890976429,0.009661651207506656,0.0002,327.8853566646576
102,0.011817877422273158,0.009214034927636386,0.0002,327.8853566646576
