Training Samples,Testing Samples,Training Time (s),Best Epoch,Validation Loss,Final Train Loss,Final Validation Loss,RMSE,MAE,R²,Residual Mean,Residual Std,Residual Median,Residual Max,Residual Min,Prediction Mean,Prediction Std,Truth Mean,Truth Std,Parameters,Learning Rate,Batch Size
10000,10000,327.8853566646576,231,0.008371171994507313,0.00942121496796608,0.008707451528310775,0.1305379906535642,0.09464342147111893,0.9575186371803284,-0.005916337016969919,0.13040384650230408,-0.011077284812927246,1.354358196258545,-0.8184356689453125,4.048371315002441,0.6167301535606384,4.054287433624268,0.6333410143852234,111361,0.0002,256
