teff_gspphot,phot_g_mean_flux,distance_pc,radius_gspphot
3729.835,1653.975696255607,611.74117780472,0.4119
3279.572,900.7070325630505,273.7149044268939,0.2963
6393.3774,2181615.920479026,302.53774059880965,2.4314
5735.4917,94887.64746424792,670.3558191729583,1.4297
4619.461,12994.708762540718,551.1974365726777,0.6426
4869.686,33894.62270383583,1990.4456238527166,4.3164
4291.679,3512.9768924455907,832.9035273330633,0.9737
4131.942,2112.674087768405,922.0761837869661,0.7695
5496.2866,12664.62775479936,1027.5621853045411,0.7369
4214.0767,200374.8841723636,102.02912336669485,0.8321
3571.536,1513.6222066333762,409.11037605844933,0.4367
3483.6853,2096.976068679802,335.927191998844,0.4063
4347.9395,3709.3459628108167,770.3074196489699,0.6444
5602.226,15553.344829253336,1398.1379540306566,0.8929
3731.297,2586.4368604337665,576.3814841443434,0.6135
5520.9517,20659.684522332434,2155.811398112882,1.8689
4130.4517,1929.4218828810497,927.9462913471727,0.7771
4635.1143,662996.8415302094,1323.333233036068,10.9531
5726.8115,22675.354649948957,1191.0334098863043,1.0093
6125.9946,79307.3964345063,966.0901323338745,1.4492
5695.643,16990.023056304806,1556.929709288931,1.0659
3710.953,2749.467729852905,759.0098550372189,0.6625
4637.845,4785.994159341657,1219.738034164846,0.8121
5978.4478,372758.24649231695,301.6654082789432,1.0807
5839.4087,34460.13557331421,837.6389039778489,0.9163
5547.907,11508.507409654248,1403.9900036926254,0.7652
5149.627,6085.779466421547,1410.854289756046,0.7028
5788.8755,17074.53929063388,1946.2403633521344,1.5445
4860.1543,54646.379175104,1964.213543856336,5.6302
5046.4917,9249.729841442328,1272.5017984594024,0.9423
4529.6016,4438.358085175726,874.821909869954,0.5858
3889.2783,7011.265684675196,319.1544325039282,0.5802
4279.894,3685.713936268072,586.6780276638924,0.6322
6469.783,21862.71063717932,1766.4625195613883,1.2758
5389.054,11307.169496076807,1899.7397229371716,1.0435
4313.8384,4410.977909743553,619.706345508829,0.6533
3358.3958,1295.6583995260366,296.73299462105507,0.3308
4568.5625,63273.76984161074,3962.747379719645,15.4179
4525.508,12138.525127893898,779.9401096974076,0.9589
5501.2075,8956.703161075426,1435.6713413243035,0.7295
5581.701,16041.418303952372,1053.5495688285637,0.8246
5878.727,12267.5059465635,2129.8367569961947,0.9047
3433.9373,1044.1104687484449,336.91024310903333,0.321
4157.031,2268.2275122487945,742.5905158600879,0.5832
5471.636,9685.244887509816,1432.0021354412675,0.8582
6119.719,19240.240972596555,2318.005878286816,1.2781
7981.7773,69338.8325227975,1622.156690594888,1.568
5681.309,130447.95435544616,462.7772862140535,1.0613
3595.0315,2015.4308441077144,576.6669533841613,0.6905
3586.1514,1640.3627863484414,680.6699240514283,0.4775
4255.042,5062.329946442679,625.9907699166117,0.6536
3415.2646,2858.547571853882,329.1652347810142,0.5621
3490.6365,1308.1243745923418,660.5719962974105,0.4821
4592.814,4285.347837273664,1119.5967219847123,0.7822
4894.7812,6762.7880503767965,1077.1901744095296,0.6937
4997.915,5953.622841918442,1485.8738975982355,0.6409
5467.8286,18986.535991647557,1184.87736060706,1.0555
4729.969,10939.813621781524,715.1086627960717,0.7744
5110.551,4747.556766298359,1634.6566254242687,0.67
5731.617,61499.30346301536,1046.144871679191,1.5909
5415.2827,8352.480420363661,1407.789254071331,0.6781
3652.1082,1439.9195683578089,679.2028067304605,0.471
4603.416,5440.486936422231,1245.2718098276098,0.8738
