source_id,parallax,parallax_error,parallax_over_error,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,radius_gspphot
139212985420993408,1.1388260425159638,0.032528337,35.010273,1.0973982,14.177508,14.71229,13.485153,1.2271366,1.4452
139214634688592256,1.4495609956962494,0.024109893,60.12308,1.1637906,13.504834,13.954574,12.880495,1.0740786,1.3727
139214772127383424,0.5020385631900125,0.031294037,16.042627,1.0506383,14.656036,15.163465,13.977825,1.1856394,1.8155
139216180876823936,1.8655709695765956,0.11051258,16.881073,1.0500189,17.450924,18.65817,16.382404,2.2757664,0.5361
139216249596298624,4.152975380046023,0.13336453,31.14003,1.0388527,17.624464,19.363585,16.378351,2.9852333,0.4707
139218586058483712,0.23785828295024405,0.017503155,13.589452,1.0178336,13.536715,14.1444235,12.7884245,1.355999,7.7623
139221266118093568,0.6252294238048822,0.041147742,15.194744,0.91888374,15.376626,15.826334,14.74885,1.0774841,1.0658
139229718613702656,0.7088594839771338,0.030662166,23.118376,0.9998065,15.0707245,15.4692335,14.494626,0.97460747,1.2045
139229959131866496,3.0428187160854407,0.017082551,178.12437,1.0404414,13.086319,13.57438,12.4393635,1.1350164,0.9501
139229959131866752,0.6091731058359985,0.04998199,12.187852,1.1071167,16.060534,16.50318,15.439254,1.0639257,0.9385
139231883277192704,1.14358467352081,0.09383279,12.187473,1.0428497,17.367373,18.213156,16.487114,1.7260418,0.6211
139243526931982976,2.6273184795347815,0.07068286,37.170517,1.0835477,16.709316,17.878395,15.656404,2.2219915,0.754
139245352294616192,0.47951775771347344,0.0249092,19.250628,1.0104339,14.694039,15.2736225,13.965389,1.3082333,2.9851
139246005129650688,1.4957253804736494,0.07067712,21.162796,0.97755677,16.914227,17.741957,16.012455,1.7295017,0.6114
139246280007557120,1.014237990295355,0.040188726,25.23688,1.0137182,15.835266,16.386543,15.124131,1.2624121,0.7074
139250678054047616,1.1892508874255214,0.033563133,35.43325,1.0392954,15.269862,15.903285,14.478487,1.424798,1.1287
139251979427838976,2.29964904976863,0.2227683,10.323053,0.94224757,18.735197,20.25872,17.519646,2.7390747,0.3369
139253800494009216,0.858049072863625,0.080477156,10.66202,1.0211663,16.943544,17.635042,16.149271,1.4857712,1.1677
139254796926442112,1.9646761439189744,0.1165097,16.86277,0.9616255,17.685717,18.91897,16.600088,2.318882,0.4702
139257515641943040,2.0168070293178526,0.11658364,17.299229,0.91897655,17.443457,18.565594,16.386503,2.1790905,0.7572
139258443354872192,1.6748140470023332,0.089280926,18.758924,0.9930008,17.027845,18.210152,15.982639,2.2275124,0.6119
139258855671733888,0.735391108838393,0.026646176,27.598373,1.0814583,14.378442,14.864611,13.724021,1.1405897,1.6559
139262463444228864,0.5997106089514449,0.05178094,11.581687,1.0108012,15.913174,16.431097,15.23214,1.1989574,0.9857
139264490668802944,1.0837910543667282,0.019044887,56.90719,1.1751229,12.592234,12.943767,12.067003,0.87676334,2.5897
139266517893350144,1.0200262528679442,0.081213236,12.559853,1.1310692,16.633709,17.286877,15.84908,1.4377966,0.698
139266552253088768,1.6186022042630128,0.07051347,22.95451,1.0006351,16.416126,17.278206,15.510107,1.7680988,0.7234
139268304599730816,0.8313437883282798,0.02864996,29.017277,1.0619929,14.340393,14.705534,13.80533,0.9002037,1.4941
139272595270799488,0.6421477988702945,0.042190615,15.220158,1.0017623,15.746793,16.138397,15.179983,0.9584141,0.8385
