Training Samples,Testing Samples,Training Time (s),Best Epoch,Validation Loss,Final Train Loss,Final Validation Loss,RMSE,MAE,R²,Residual Mean,Residual Std,Residual Median,Residual Max,Residual Min,Prediction Mean,Prediction Std,Truth Mean,Truth Std,Parameters,Learning Rate,Batch Size
10000,10000,24.804641723632812,41,0.02224757014811039,0.021799276387691496,0.029297832694649695,0.19954335190196856,0.14288415014743805,0.9007343053817749,-0.0538238026201725,0.19214719533920288,-0.038324594497680664,2.130824565887451,-1.7516040802001953,4.000463962554932,0.5437748432159424,4.054287433624268,0.6333410143852234,12113,0.0005,256
