Training Samples,Testing Samples,Training Time (s),Best Epoch,Validation Loss,Final Train Loss,Final Validation Loss,RMSE,MAE,R²,Residual Mean,Residual Std,Residual Median,Residual Max,Residual Min,Prediction Mean,Prediction Std,Truth Mean,Truth Std,Parameters,Learning Rate,Batch Size
10000,10000,282.72858214378357,294,0.008511649215966463,0.010388963830471038,0.008944562846422196,0.13164927372127225,0.09512077271938324,0.9567922353744507,0.0008636952261440456,0.13164643943309784,-0.005308389663696289,1.3755760192871094,-0.8054614067077637,4.055151462554932,0.6106985211372375,4.054287433624268,0.6333410143852234,111361,0.0002,256
