Exponent,Intercept,R2,RMSE,Neighbours,Experiment,CentreIndex
6.225068725823322,-18.919932874151108,0.5363336821399934,0.0837230437544675,50,1,1785
2.4361908929690563,-4.432693474370488,0.36711328542712807,0.2062993221039634,50,2,15479
1.922669451923695,-3.160529462005279,0.2700283391968338,0.09971031159934891,50,3,13091
8.302743552956983,-26.113108604499665,0.5167149682033085,0.09618521291309456,50,4,8777
7.2894783981750075,-22.70622793310188,0.8604122701876465,0.16083996815795912,50,5,8660
7.9643552931139165,-24.766049911502044,0.9265873422498082,0.11832404819410944,50,6,17171
2.225676929237174,-3.854513169399257,0.17094372173154515,0.2185939642126275,50,7,1718
4.739254957888302,-13.510620797537666,0.7892262972573947,0.09659880751085155,50,8,13947
3.067149398452204,-6.455113765375127,0.6830729367014376,0.12170393539701974,50,9,4029
6.136437182542394,-18.75594987932671,0.8273437511125119,0.1173670625437323,50,10,1883
3.9837238008657456,-10.980363491471707,0.5938302816343426,0.08957257336222063,50,11,10529
2.840337542031508,-6.704148936953692,0.3348173350169654,0.12151044504266,50,12,19512
1.9606837040321652,-2.8317973060954023,0.3465406502317854,0.14961055882178345,50,13,14715
7.298191959664825,-22.951042678050104,0.894740709330844,0.11752737801585564,50,14,15222
3.6001751886383913,-9.400070307481677,0.33066516515297206,0.16753154801240305,50,15,14349
7.8921843817870005,-23.85169911016108,0.7885644748794497,0.13410058952351409,50,16,15721
1.7329554972616459,-2.2947641735967714,0.2117422247687869,0.11349898709894704,50,17,10264
-0.003852787174388284,4.161728930511275,8.761422595204849e-07,0.16625963373439226,50,18,2562
3.1277421496528177,-7.933586921014897,0.19983523777357493,0.08589170820147915,50,19,16794
10.59631448743212,-34.299150542310784,0.7690554397255477,0.11215392056035554,50,20,9007
0.12359331382021468,3.701139730382131,0.002641212951919214,0.12003290136212245,50,21,10007
-0.45542097715920377,5.829239485432314,0.02389865772258104,0.1308244787984031,50,22,7415
6.230701427010795,-19.19853246535296,0.6089223757548992,0.1378862936369142,50,23,3650
6.609927543218701,-20.527799403313534,0.8840820837211224,0.09379428734684336,50,24,18535
4.740978725741352,-13.768642056981978,0.6512681206017844,0.1310337876541373,50,25,15631
-3.125550358861281,16.965683467045064,0.0872155954593099,0.2463859649057298,50,26,12877
7.900274921716398,-24.70236981412546,0.8512874475626917,0.15864755737657793,50,27,8048
7.064038636874047,-21.875600146993264,0.8484567003661352,0.17005959217494676,50,28,16455
8.075571788064531,-25.196830122459257,0.4617462168913937,0.09176835448916687,50,29,10908
10.250495999582864,-32.62076639960886,0.6323191163932914,0.10843955151274128,50,30,8868
3.580497958251105,-9.119463621859488,0.4887606470271788,0.14779990328886847,50,31,9009
0.593757590131928,2.333635637299532,0.2075122628361863,0.17222076131052766,50,32,4544
9.647887416146398,-31.124890918849893,0.9650081231270596,0.1458550268433745,50,33,1842
2.631788496019953,-5.739427304653226,0.3608480656401307,0.12244064995346231,50,34,11091
-0.06560563202674345,4.407637695890353,0.0021797732942059334,0.10886212174174689,50,35,17757
5.628617285011476,-16.92972304408057,0.864111110592371,0.1054186946906257,50,36,1276
6.054997622673414,-18.593593904566834,0.807838046338021,0.11766604855097344,50,37,17165
4.614651740246591,-12.819997989156573,0.4210204932366052,0.15891548269904684,50,38,16552
