temperature_K,radius_m,distance_m,flux_proxy,logT,logR,logD,logF
6389.5527,896548590.0,5.043430870980047e+19,23076.45978130692,3.8054704564805957,8.952573831875922,19.702726072441422,4.363169183367021
4851.887,368790570.0,3.53119272191907e+19,5244.345629739412,3.6859106776339563,8.566779807584076,19.547921420701574,3.7196913062335586
5380.933,720536490.0,2.170630502314004e+19,30352.76307083848,3.730857584517886,8.857655979604358,19.336585901545863,4.482198231879087
5004.68,541254600.0,8.052570936237239e+18,91185.8824220426,3.699376313847879,8.733401600347339,18.905934559270147,4.959927605205594
5202.4478,1000834020.0,7.06940047671284e+19,10997.488157228272,3.716207731308328,9.000362059322418,19.849382584844218,4.04129350297414
5877.0977,811116630.0,2.711318504064222e+19,30615.71442521016,3.7691629104214264,8.909083305658326,19.433180538027777,4.485944398258322
5483.207,536315130.0,3.8322999954541584e+19,8298.070789524701,3.739034641517407,8.729420049028748,19.583459498650438,3.918977135406044
5177.222,708640020.0,2.875569205920673e+19,15748.20082379136,3.714096787988973,8.850425675197808,19.45872382416389,4.197230944352147
5294.355,705161520.0,3.0099506760528744e+19,13639.488336708448,3.723813058493864,8.848288605233035,19.478559378885013,4.134798078772657
5125.6675,788367240.0,3.28233316105716e+19,16157.010836407446,3.709750430252671,8.896728569206049,19.51618266040548,4.208361016257105
6017.579,1237302450.0,1.8501121832650207e+19,187809.9361345921,3.7794218004907085,9.092475872879449,19.267198063049403,5.273718565002905
6335.734,1096979760.0,3.694634136809227e+19,44208.11336638129,3.801796935507384,9.040198614629036,19.567571438608564,4.645501981269747
5152.9756,538193520.0,1.1727483469077617e+19,42216.82500345541,3.712058086025902,8.730938464432596,19.069204829443247,4.625485568258022
5517.6064,500834430.0,5.786971867987657e+19,7102.247090168607,3.7417507167294484,8.69969417692169,19.762451371147474,3.851395777516436
6568.8184,1078265430.0,4.722057127590015e+19,31618.97657652781,3.8174872556311796,9.032725681625232,19.674131236882275,4.499947808848573
5345.144,1002990690.0,4.904218499981112e+19,16732.56813027311,3.7279594097436712,9.001296901813646,19.690569811270176,4.223562602003129
4228.5605,450952740.0,8.621850146288673e+18,11645.023517896989,3.6261925486267494,8.654131030053842,18.93560047024537,4.066140369958083
5095.924,416167740.0,4.1652281013738455e+19,4892.719562153586,3.7072229423597216,8.61926841205295,19.619638789765716,3.6895503238532217
3335.2913,275497200.0,5.27930935220505e+18,3198.0204383425644,3.523133770623725,8.440117189283162,18.722577111142705,3.504881234967136
6211.7856,935438220.0,3.5468809361150726e+19,35001.814622595615,3.7932164576257748,8.971015110276355,19.54984661005184,4.5440905603545945
5399.2437,969527520.0,1.201886204081028e+19,197638.6628870056,3.7323329302081687,8.986560141021238,19.079863350129937,5.295871907033006
4324.4844,519827040.0,2.2014857118809514e+19,2189.5195824687125,3.635934334787365,8.715858866579687,19.342715871139447,3.3403488337574534
4401.391,445317570.0,2.273592816200607e+19,3602.744251286202,3.6435899510668435,8.648669830553441,19.356712688359007,3.5566334338690724
5049.5376,548002890.0,1.3868209870232246e+19,31169.504731945184,3.703251610403242,8.738782848826967,19.14202040529429,4.493729901606576
4782.9526,422429040.0,3.353128958101376e+19,2721.205235550604,3.6796960769496465,8.625753766245074,19.525450256296356,3.4347612978642132
4676.2046,516139830.0,1.5729978176793508e+19,11663.74317736519,3.6698935047795964,8.71276737443861,19.196728120099145,4.066837948398361
4455.894,457144470.0,2.1027791367720542e+19,4307.666937551725,3.6489348509801616,8.660053470548165,19.322793659410817,3.6342421169158174
5772.976,661819410.0,3.358669354898321e+19,16750.326677341793,3.7613997520094173,8.8207395001044,19.52616725170974,4.224023281389785
4871.916,611798580.0,1.7882231546900543e+19,18506.232772828884,3.687699791724373,8.786608464641338,19.252421714014254,4.267318020455423
4828.3877,638096040.0,5.498843800138211e+19,6006.670081569685,3.683802134915473,8.80488604941555,19.740271383311352,3.778633778827896
4250.135,344719350.0,3.2286635031584354e+19,2823.081590698237,3.6284027250676996,8.537465662178944,19.50902278446076,3.4507234299988374
4995.685,911297430.0,5.767407864552601e+19,9606.098867610152,3.698595046380497,8.95966014549747,19.760980665310857,3.9825470521589255
