Training Samples,Testing Samples,Training Time (s),Best Epoch,Validation Loss,Final Train Loss,Final Validation Loss,RMSE,MAE,R²,Residual Mean,Residual Std,Residual Median,Residual Max,Residual Min,Prediction Mean,Prediction Std,Truth Mean,Truth Std,Parameters,Learning Rate,Batch Size
10000,10000,160.75331354141235,65,0.028706766641139983,0.03519308265447617,0.04181172924041748,0.16943071896095757,0.1313166469335556,0.9284335970878601,-0.07860932499170303,0.15009111166000366,-0.08195686340332031,1.2821526527404785,-0.8946323394775391,3.9756782054901123,0.5999917984008789,4.054287433624268,0.6333410143852234,12113,0.0002,256
