Training Samples,Testing Samples,Training Time (s),Best Epoch,Validation Loss,Final Train Loss,Final Validation Loss,RMSE,MAE,R²,Residual Mean,Residual Std,Residual Median,Residual Max,Residual Min,Prediction Mean,Prediction Std,Truth Mean,Truth Std,Parameters,Learning Rate,Batch Size
10000,10000,48.63140082359314,147,0.01785514258146286,0.01715786826610565,0.034258081576228144,0.20961055351491895,0.12983284890651703,0.890465497970581,-0.034550879150629044,0.20674335956573486,-0.028628230094909668,5.801644802093506,-1.6516623497009277,4.0197367668151855,0.5708716511726379,4.054287433624268,0.6333410143852234,12113,0.0005,256
