Training Samples,Testing Samples,Training Time (s),Best Epoch,Validation Loss,Final Train Loss,Final Validation Loss,RMSE,MAE,R²,Residual Mean,Residual Std,Residual Median,Residual Max,Residual Min,Prediction Mean,Prediction Std,Truth Mean,Truth Std,Parameters,Learning Rate,Batch Size
16000,4000,190.9455807209015,32,0.024699348539114,0.03191740596294403,0.04004830366373062,0.1571602651955847,0.12267015129327774,0.9380767941474915,-0.05256668105721474,0.1481083780527115,-0.06386053562164307,1.4084992408752441,-0.7806446552276611,4.005949974060059,0.610523521900177,4.058516979217529,0.6315621733665466,12113,0.0002,256
