Training Samples,Testing Samples,Training Time (s),Best Epoch,Validation Loss,Final Train Loss,Final Validation Loss,RMSE,MAE,R²,Residual Mean,Residual Std,Residual Median,Residual Max,Residual Min,Prediction Mean,Prediction Std,Truth Mean,Truth Std,Parameters,Learning Rate,Batch Size
10000,10000,31.155879020690918,70,0.022316792005300522,0.019744586217403413,0.043402164578437805,0.20266363126066922,0.1478930115699768,0.8976055383682251,-0.08094154298305511,0.18579831719398499,-0.07155454158782959,2.130824565887451,-1.841966152191162,3.973345994949341,0.5415273308753967,4.054287433624268,0.6333410143852234,12113,0.0005,256
